,experience_level,employment_type,job_title,company_location,company_size
174,SE,FT,Applied Scientist,US,L
3526,SE,FT,Data Science Manager,US,L
1946,MI,FT,Data Engineer,IN,L
2597,MI,FT,Data Engineer,GB,M
703,MI,FT,Data Analyst,US,M
1725,SE,FT,ML Engineer,US,M
1322,EN,FT,Data Scientist,US,S
1642,SE,FT,Research Scientist,US,M
1977,SE,FT,Machine Learning Engineer,US,M
3571,MI,FT,Data Analyst,GB,L
3348,SE,FT,Data Analyst,US,M
1293,SE,FT,Data Scientist,US,M
639,SE,FT,Data Scientist,US,M
1180,SE,FT,Machine Learning Engineer,US,M
574,EN,FT,Applied Machine Learning Scientist,DE,M
117,SE,FT,Analytics Engineer,US,M
615,EN,FT,Data Engineer,US,M
996,SE,FT,Machine Learning Engineer,US,M
3515,EX,FT,Director of Data Science,DE,M
3014,EN,FT,Machine Learning Engineer,GB,S
1260,MI,FT,Product Data Analyst,IN,L
2888,MI,FT,Data Engineer,GR,M
61,SE,FT,Data Engineer,US,M
2824,SE,FT,Machine Learning Scientist,US,M
1442,MI,FT,Data Analyst,US,M
2492,SE,FT,Data Scientist,US,M
356,SE,FT,Data Scientist,US,M
1054,SE,FT,Data Science Manager,US,M
2484,SE,FT,Data Analyst,US,M
3109,SE,FT,Data Scientist,US,L
22,SE,FT,Research Engineer,DE,M
1674,SE,FT,Cloud Database Engineer,US,M
2879,SE,FT,Data Scientist,US,M
3558,EX,FT,BI Data Analyst,US,L
1153,EX,FT,Data Engineer,US,M
1166,EN,FT,Data Scientist,BR,L
711,SE,FT,Data Analyst,US,M
2857,SE,FT,Data Engineer,US,M
3318,SE,FT,Data Scientist,US,L
3548,EN,FT,Data Analyst,NG,S
1596,MI,FT,Computer Vision Engineer,IN,M
514,SE,FT,Research Scientist,US,M
414,SE,FT,Data Scientist,US,M
1853,SE,FT,Machine Learning Engineer,US,M
486,SE,FT,Data Scientist,US,M
2384,SE,FT,Data Engineer,US,M
2866,SE,FT,Data Scientist,US,M
211,SE,FT,Machine Learning Engineer,US,M
1698,MI,FT,Machine Learning Engineer,US,M
1823,SE,FT,Data Engineer,US,M
2627,SE,FT,Data Engineer,US,M
608,SE,FT,Data Scientist,US,M
10,SE,FT,Data Scientist,US,M
1796,MI,FT,Machine Learning Engineer,GB,M
1892,EN,FT,Product Data Analyst,US,M
2335,MI,FL,Autonomous Vehicle Technician,BS,M
749,SE,FT,Data Engineer,US,M
1879,SE,FT,Data Analyst,US,M
3101,SE,FT,Data Engineer,US,M
560,MI,FT,Data Scientist,IE,M
3700,MI,FT,Data Scientist,US,L
2214,SE,FT,Data Analyst,US,M
277,SE,FT,Applied Scientist,US,L
2022,SE,FT,3D Computer Vision Researcher,AL,S
3708,EN,FT,Data Scientist,DE,S
2099,SE,FT,Data Engineer,US,M
1780,SE,FT,Applied Scientist,US,M
2431,SE,FT,Data Engineer,US,M
2973,SE,FT,Machine Learning Engineer,US,M
2114,MI,FT,Data Science Consultant,GB,M
1664,SE,FT,Data Architect,US,M
649,SE,FT,Data Architect,US,M
599,SE,FT,Data Engineer,US,M
1944,SE,FT,Data Scientist,US,M
2682,SE,FT,Data Scientist,US,L
3385,SE,FT,Data Analyst,US,M
2195,MI,FT,Data Analyst,US,M
2728,SE,FT,Data Science Manager,US,M
1080,SE,FT,Data Engineer,US,M
2733,SE,FT,Data Scientist,US,M
82,MI,FT,Applied Machine Learning Engineer,DE,S
1303,EX,FT,Data Engineer,US,M
3316,SE,FT,Data Engineer,US,M
614,SE,FT,Data Scientist,US,M
3183,EX,FT,Lead Data Engineer,CA,S
451,SE,FT,Data Engineer,US,M
3195,SE,FT,Data Engineer,US,L
1721,SE,FT,NLP Engineer,US,M
3013,SE,FT,Machine Learning Engineer,US,M
3541,EX,FT,Director of Data Science,PL,L
1756,SE,FT,Research Engineer,US,M
521,SE,FT,Data Architect,US,M
195,SE,FT,Data Scientist,US,M
2556,SE,FT,Data Architect,US,M
1718,SE,FT,Data Engineer,US,M
32,SE,FT,Data Engineer,US,M
167,MI,FT,Data Engineer,US,M
925,SE,FT,Data Engineer,US,M
3341,SE,FT,Machine Learning Engineer,US,M
513,SE,FT,Research Scientist,US,M
777,SE,FT,Data Engineer,US,M
2235,MI,FT,Data Engineer,US,M
1421,SE,FT,Applied Scientist,US,L
3000,SE,FT,Machine Learning Engineer,US,L
1310,SE,FT,Data Scientist,US,M
958,SE,FT,Data Scientist,US,M
791,SE,FT,Data Engineer,US,M
1630,EN,FT,Data Scientist,US,M
708,EX,FT,Data Scientist,US,M
3464,SE,FT,Data Engineer,US,L
411,EX,FT,Data Architect,US,M
726,MI,FT,Data Analyst,US,M
3052,MI,FT,Machine Learning Engineer,US,M
2034,EN,FT,Machine Learning Engineer,AR,L
2405,SE,FT,Data Engineer,US,M
257,SE,FT,Data Analyst,US,M
237,EX,FT,Data Engineer,US,M
1960,SE,FT,Research Engineer,US,M
2891,MI,FT,Data Engineer,GB,M
341,EN,FT,Data Engineer,US,M
340,EN,FT,Data Engineer,US,M
3074,EN,FT,Data Scientist,BE,S
3414,SE,FT,Data Scientist,US,M
1849,EN,FT,Applied Data Scientist,PK,M
1003,SE,FT,Data Analyst,US,M
3058,SE,FT,Machine Learning Scientist,US,M
2072,MI,FT,Machine Learning Researcher,US,M
2758,SE,FT,Data Scientist,US,M
2236,MI,FT,Data Engineer,US,M
2774,SE,FT,ML Engineer,US,M
1586,SE,FT,Data Scientist,US,M
2748,SE,FT,Data Scientist,US,M
1969,SE,FT,Research Scientist,US,M
2426,SE,FT,Data Architect,US,M
3284,SE,FT,Data Scientist,US,M
1724,SE,FT,ML Engineer,US,M
2417,SE,FT,Data Engineer,US,M
743,SE,FT,Data Scientist,US,M
2948,MI,FT,Research Scientist,US,L
38,MI,FT,Data Analyst,US,M
2460,SE,FT,Data Scientist,US,L
937,EN,FT,Data Analyst,US,M
421,SE,FT,Data Analyst,US,M
2033,EN,FT,AI Scientist,CA,L
3053,SE,FT,Data Scientist,US,L
2476,SE,FT,Data Analyst,US,M
1766,MI,FT,Data Scientist,US,M
460,SE,FT,Data Engineer,US,M
3005,SE,FT,Analytics Engineer,US,M
2566,SE,FT,Data Analyst,US,M
241,SE,FT,Data Scientist,US,L
1972,SE,FT,Data Engineer,US,M
1265,SE,FT,Data Architect,US,M
2288,MI,FT,Data Engineer,US,M
251,EN,FT,Data Engineer,US,M
1298,SE,FT,Data Engineer,US,M
26,SE,FT,Business Intelligence Engineer,US,M
1747,SE,FT,Research Scientist,US,M
3707,SE,FT,Principal Data Engineer,US,L
3152,SE,FT,Data Science Manager,US,M
3377,SE,FT,Data Scientist,US,M
2657,SE,FT,Data Engineer,PT,M
1527,EN,FT,Business Data Analyst,US,L
3330,SE,FT,Data Engineer,US,M
568,SE,FT,Machine Learning Scientist,US,M
1011,SE,FT,Data Scientist,US,M
344,SE,FT,Data Engineer,US,M
383,SE,FT,Data Engineer,US,M
3133,MI,FT,Machine Learning Scientist,EG,M
2255,SE,FT,Data Analyst,US,M
1617,MI,FT,Data Analyst,GB,M
483,SE,FT,Data Scientist,US,M
1198,EN,FT,Data Analyst,US,M
162,SE,FT,Data Analyst,US,M
1544,SE,FT,Data Scientist,US,M
3303,SE,FT,Data Engineer,US,M
1104,SE,FT,Data Manager,US,M
3335,SE,FT,Data Engineer,US,M
3294,SE,FT,Data Scientist,US,M
674,MI,FT,Data Analyst,US,M
2258,MI,FT,Analytics Engineer,GB,M
820,SE,FT,Data Analyst,US,M
754,MI,FT,Analytics Engineer,US,M
3456,EN,CT,Applied Machine Learning Scientist,CZ,M
980,SE,FT,Data Science Manager,MX,M
3073,SE,FT,Applied Machine Learning Scientist,GB,L
3317,SE,FT,Data Engineer,US,M
710,MI,FT,Data Engineer,US,M
276,SE,FT,Applied Scientist,US,L
1420,SE,FT,Machine Learning Engineer,US,M
1640,SE,FT,BI Developer,US,M
313,SE,FT,Data Analyst,US,M
2649,MI,FT,Data Analyst,US,M
2751,SE,FT,Data Scientist,US,M
1620,SE,FT,Data Scientist,US,M
143,SE,FT,Data Analyst,US,M
1768,SE,FT,Data Engineer,US,M
833,SE,FT,Data Analytics Specialist,US,M
1216,SE,FT,Data Engineer,US,M
1376,SE,FT,Data Engineer,US,M
1497,SE,FT,Data Analyst,US,M
1131,SE,FT,Data Science Manager,US,M
2375,SE,FT,Data Scientist,US,M
2560,MI,FT,BI Analyst,BR,M
894,SE,FT,Data Analyst,US,M
3131,SE,FT,Data Analyst,US,M
1485,MI,FT,Machine Learning Engineer,AM,S
1057,SE,FT,Data Analyst,US,M
83,EN,FT,AI Developer,IN,L
3500,SE,FT,Principal Data Engineer,US,M
654,SE,FT,Data Analyst,US,M
287,SE,FT,Data Engineer,US,M
1384,SE,FT,Data Scientist,US,M
106,SE,FT,Data Engineer,US,M
641,SE,FT,Data Architect,US,M
2529,SE,FT,Data Architect,US,M
3210,MI,FT,Data Engineer,GB,M
3701,SE,FT,Research Scientist,US,S
3153,SE,FT,Data Science Manager,US,M
2571,EN,FT,Data Scientist,CA,L
3696,MI,FL,Data Engineer,US,L
2883,SE,FT,Data Scientist,US,M
2853,SE,FT,Data Scientist,US,M
1805,SE,FT,Data Architect,US,M
2087,SE,FT,Data Engineer,US,M
1196,SE,FT,Data Architect,US,M
1008,EX,FT,Data Engineer,US,M
2709,SE,FT,ETL Developer,US,M
1059,SE,FT,Data Analyst,US,M
2433,SE,FT,Data Engineer,US,M
2520,SE,FT,Data Engineer,US,M
1095,SE,FT,Data Engineer,US,M
428,SE,FT,Machine Learning Engineer,US,M
1727,SE,FT,Data Engineer,PT,M
3391,SE,FT,Data Engineer,US,M
3604,SE,FT,Data Scientist,CA,L
1754,EN,FT,Deep Learning Engineer,US,M
3078,MI,FT,Analytics Engineer,US,M
1332,SE,FT,Research Scientist,CA,M
1005,SE,FT,Machine Learning Engineer,US,M
1419,SE,FT,Machine Learning Engineer,US,M
2063,SE,FT,Data Analyst,US,M
3622,MI,FT,Data Engineer,US,L
803,MI,FT,Data Analyst,CA,M
2430,SE,FT,Data Engineer,US,M
337,MI,FT,Data Scientist,US,M
573,EN,FT,Autonomous Vehicle Technician,GH,S
3221,MI,FT,Data Engineer,GR,M
2519,SE,FT,Machine Learning Engineer,US,M
3094,EN,FT,Data Analyst,FR,M
863,SE,FT,Data Analyst,US,M
81,SE,FT,Machine Learning Engineer,US,M
818,MI,FT,Research Scientist,US,M
1571,SE,FT,Data Engineer,US,M
1407,MI,FT,Data Analyst,US,M
3174,MI,FT,Machine Learning Engineer,DE,M
3146,SE,FT,Data Scientist,US,M
3211,MI,FT,Data Engineer,GB,M
1565,SE,FT,Data Analyst,ES,M
1567,EN,FT,Data Engineer,US,M
1740,SE,FT,Data Engineer,US,M
2254,MI,FT,BI Data Analyst,FR,M
3655,MI,FT,Business Data Analyst,US,L
2610,SE,FT,Data Scientist,US,S
2096,MI,FT,Machine Learning Scientist,US,M
62,SE,FT,Data Scientist,US,M
30,SE,FT,Data Strategist,CA,M
3633,EN,FT,Data Engineer,DE,M
559,MI,FT,Data Scientist,IE,M
2807,EN,FT,Business Data Analyst,AS,L
669,SE,FT,Machine Learning Engineer,US,M
3593,EN,FT,Data Analyst,IN,S
1798,SE,FT,Data Engineer,US,M
1759,SE,FT,Data Scientist,US,M
992,SE,FT,Data Engineer,US,M
1937,SE,FT,Machine Learning Engineer,US,M
3357,SE,FT,Data Analyst,US,M
2435,MI,FT,Machine Learning Engineer,US,M
20,MI,FT,Data Analyst,US,M
122,SE,FT,Machine Learning Engineer,US,M
3581,EN,FT,Data Scientist,IN,L
3621,EN,FT,Research Scientist,CN,L
7,SE,FT,Data Scientist,CA,M
1968,SE,FT,Research Scientist,US,M
3124,MI,FT,Data Scientist,TR,M
767,MI,FT,Data Engineer,SI,M
1634,SE,FT,Data Scientist,US,M
1795,SE,FT,Data Engineer,US,M
2007,MI,FT,Data Engineer,US,M
650,SE,FT,Data Architect,US,M
2902,SE,FT,Data Engineer,GB,M
1465,MI,FT,Data Science Manager,US,M
3508,MI,FT,Data Engineer,GB,L
33,SE,FT,Computer Vision Engineer,US,M
2811,MI,FT,Data Engineer,GB,M
23,SE,FT,Analytics Engineer,GB,M
2547,MI,FT,Analytics Engineer,BR,M
825,MI,FT,Data Scientist,US,M
1450,SE,FT,Data Architect,US,M
3155,MI,FT,AI Scientist,US,L
2771,SE,FT,Data Scientist,US,M
1772,SE,FT,Data Analyst,US,M
3487,MI,FT,Data Scientist,US,S
3355,MI,FT,Data Analyst,GB,M
1712,SE,FT,Data Scientist,US,M
3410,EX,FT,Data Engineer,US,M
2489,SE,FT,Data Analyst,US,M
2318,SE,FT,Data Engineer,US,M
1199,SE,FT,Machine Learning Engineer,US,M
2509,SE,FT,Data Operations Analyst,US,M
3043,MI,FT,Data Engineer,US,M
2168,SE,FT,Data Analyst,GB,M
2250,SE,FT,Data Scientist,ES,M
3338,MI,FT,Data Analyst,CA,M
2836,EN,FT,Data Scientist,US,M
108,SE,FT,Analytics Engineer,US,M
2727,SE,FT,Data Science Manager,US,M
457,EN,FT,Data Engineer,US,M
124,SE,FT,Analytics Engineer,US,M
3325,SE,FT,Data Engineer,US,M
2262,MI,FT,Data Analyst,US,M
3445,SE,FT,Machine Learning Engineer,NL,L
891,SE,FT,Data Scientist,US,M
99,SE,FT,Data Analyst,US,L
1387,MI,FT,Machine Learning Engineer,US,L
1259,SE,FT,Data Engineer,IE,M
3273,EN,FT,Data Engineer,GB,M
3039,SE,FT,Data Science Manager,US,L
1113,SE,FT,Data Analyst,US,M
3382,SE,FT,Data Scientist,US,M
293,SE,FT,Data Scientist,US,M
1916,MI,FT,Data Scientist,US,M
3353,SE,FT,Data Engineer,US,M
321,SE,FT,Data Analyst,US,M
1910,SE,FT,Data Engineer,US,M
373,SE,FT,Data Engineer,US,M
1352,EX,FT,Data Analytics Manager,US,M
439,SE,FT,Applied Scientist,US,L
2718,SE,FT,Data Scientist,US,L
1610,SE,FT,Data Engineer,US,M
1593,SE,FT,Data Engineer,US,M
1765,SE,FT,Machine Learning Engineer,US,M
2186,SE,FT,Research Engineer,US,M
3135,SE,FT,Data Scientist,US,L
2911,SE,FT,Data Operations Analyst,US,M
3529,MI,FT,Data Scientist,US,M
857,EN,FT,Data Analyst,US,L
585,MI,FT,Data Scientist,GB,M
1486,SE,FT,Data Scientist,US,M
2523,EX,FT,Analytics Engineer,US,M
2773,SE,FT,Data Engineer,US,M
693,EN,FT,Data Engineer,US,M
2463,SE,FT,Data Engineer,US,M
751,EN,FT,Data Analyst,US,M
262,SE,FT,Data Analyst,US,M
2581,SE,FT,Data Engineer,US,M
3578,EN,FT,Computer Vision Software Engineer,US,M
1055,SE,FT,Data Science Manager,US,M
2277,SE,FT,Data Engineer,PT,M
243,SE,FT,Data Scientist,US,M
2272,SE,FT,Data Engineer,US,M
3393,SE,FT,Data Analyst,US,M
2142,SE,FT,Data Engineer,US,M
3473,EN,FT,Data Analytics Engineer,PK,M
2176,SE,FT,Data Architect,US,M
378,SE,FT,Machine Learning Engineer,US,M
1607,MI,FT,Data Analyst,US,M
3334,SE,FT,Data Engineer,US,M
3113,MI,FT,Data Engineer,GB,M
964,SE,FT,Data Scientist,ES,M
949,SE,FT,Data Analyst,US,M
1440,SE,FT,Data Engineer,US,M
3235,MI,FT,Data Analyst,US,S
3474,SE,FT,Principal Data Scientist,US,L
2629,SE,FT,Data Engineer,US,M
805,SE,FT,Deep Learning Researcher,DE,L
2361,SE,FT,Data Engineer,US,M
1126,MI,FT,Data Infrastructure Engineer,US,M
1623,SE,FT,Data Scientist,US,M
444,SE,FT,Data Analyst,US,M
2893,MI,FT,Data Engineer,ES,M
2965,SE,FT,Machine Learning Infrastructure Engineer,US,M
3313,EX,FT,Analytics Engineer,US,M
3517,SE,FT,Data Scientist,US,L
1190,MI,FT,Data Engineer,US,M
3742,MI,FT,Data Scientist,US,M
3401,SE,FT,Data Scientist,US,M
3643,EX,FT,Director of Data Science,DE,L
2783,SE,FT,Data Analyst,ES,M
2764,SE,FT,Data Scientist,US,M
1331,SE,FT,Research Scientist,CA,M
1147,MI,FT,Data Analyst,US,M
58,EX,FT,Data Scientist,US,M
441,SE,FT,Applied Scientist,US,L
2103,SE,FT,Data Scientist,US,M
2313,SE,FT,Data Engineer,GB,M
3022,SE,FT,Machine Learning Engineer,US,M
3557,EX,FT,Head of Data,US,L
2819,EN,FT,Machine Learning Research Engineer,FR,M
3057,SE,FT,Machine Learning Scientist,US,M
2868,SE,FT,Applied Scientist,US,M
504,SE,FT,Data Engineer,US,M
2515,SE,FT,Data Engineer,US,M
1793,SE,FT,Data Scientist,CA,M
789,MI,FT,Data Scientist,US,M
2532,SE,FT,Data Scientist,US,M
1845,SE,FT,Data Scientist,US,M
5,SE,FT,Applied Scientist,US,L
706,MI,FT,Data Engineer,GB,M
1365,SE,FT,ML Engineer,US,M
1261,SE,FT,Machine Learning Engineer,US,M
2267,EN,FT,Data Engineer,US,M
2977,MI,FT,Data Science Manager,US,M
1236,EN,FT,Data Analyst,US,M
3332,SE,FT,Data Analyst,US,M
3021,SE,FT,Machine Learning Engineer,US,M
686,MI,FT,Data Engineer,US,M
3036,SE,FT,Data Architect,US,M
551,MI,FT,Data Engineer,US,M
1526,SE,FT,ML Engineer,US,M
2763,SE,FT,Machine Learning Engineer,PR,M
3606,EN,FT,Research Scientist,NL,L
2408,SE,FT,Data Scientist,US,M
1997,SE,FT,Data Engineer,US,M
2123,SE,FT,Data Engineer,US,M
3296,MI,FT,Data Analyst,US,M
3130,SE,FT,Data Engineer,US,M
271,SE,FT,Analytics Engineer,US,M
619,SE,FT,Data Scientist,US,M
2286,SE,FT,Data Scientist,US,M
230,SE,FT,Data Quality Analyst,US,M
3534,EN,FT,Data Analyst,US,S
1601,SE,FT,Data Engineer,US,M
2395,SE,FT,Data Scientist,US,M
2972,SE,FT,Data Scientist,US,M
2576,SE,FT,Data Analyst,US,M
1430,SE,FT,Data Scientist,US,M
1735,SE,FT,Data Analyst,US,M
644,SE,FT,Data Engineer,US,M
630,SE,FT,Data Engineer,US,L
3203,MI,FT,Data Engineer,GB,M
125,SE,FT,Data Engineer,US,M
3008,SE,FT,Data Analyst,US,M
1771,SE,FT,Machine Learning Engineer,US,M
2058,SE,FT,Data Analyst,US,M
98,SE,FT,Data Engineer,US,M
752,EN,FT,Data Analyst,US,M
247,SE,FT,Analytics Engineer,US,M
3351,MI,FT,Data Engineer,US,M
1016,SE,FT,Data Architect,US,M
2153,SE,FT,ML Engineer,US,M
2719,SE,FT,Data Engineer,US,L
1159,MI,FT,Data Engineer,US,M
3066,SE,FT,Analytics Engineer,US,S
1819,EN,FT,Data Engineer,US,M
2116,SE,FT,Data Architect,US,M
2823,SE,FT,Data Scientist,US,M
2806,SE,FT,Machine Learning Engineer,FI,S
2653,MI,FT,Data Scientist,US,M
3186,SE,FT,Data Architect,US,M
480,MI,FT,Machine Learning Scientist,US,M
2958,SE,FT,Analytics Engineer,US,M
2695,SE,FT,Data Engineer,US,M
888,MI,FT,Data Scientist,US,M
3476,MI,FT,ML Engineer,JP,S
1210,SE,FT,Machine Learning Engineer,US,M
626,SE,FT,Data Scientist,CA,M
301,SE,FT,Research Scientist,US,M
2930,SE,FT,Data Specialist,US,M
374,SE,FT,Data Engineer,US,M
2161,SE,FT,Data Engineer,CA,M
2843,SE,FT,ETL Developer,US,M
2411,MI,FT,Data Analyst,US,M
2946,SE,FT,Data Scientist,US,L
2553,MI,FT,Data Engineer,BR,M
3717,SE,FT,Data Engineer,GB,S
678,SE,FT,Data Manager,CO,M
1438,SE,FT,Data Analyst,US,M
3563,SE,FT,Marketing Data Analyst,DK,L
1317,SE,FT,Data Scientist,US,M
3743,MI,FT,Data Engineer,US,M
77,SE,FT,Data Architect,US,M
1066,SE,FT,Data Engineer,US,M
3215,MI,FT,Data Engineer,ES,M
430,SE,FT,Data Analyst,US,M
3077,SE,FT,Data Engineer,US,M
1097,SE,FT,Data Scientist,US,M
1809,SE,FT,Data Engineer,US,M
157,MI,FT,Data Analyst,GB,M
2752,SE,FT,Data Scientist,US,M
2663,SE,FT,Machine Learning Manager,US,M
2596,MI,FT,Data Engineer,GB,M
475,SE,FT,Data Analyst,US,M
1222,SE,FT,Data Analyst,ES,M
677,SE,FT,Data Manager,CO,M
2216,SE,FT,Data Engineer,US,M
720,SE,FT,Data Infrastructure Engineer,US,M
3532,MI,FT,Data Engineer,US,L
331,SE,FT,Data Engineer,US,M
2692,SE,FT,Machine Learning Engineer,US,M
2960,SE,FT,Analytics Engineer,US,M
3304,SE,FT,Data Engineer,US,M
289,SE,FT,Data Scientist,US,M
3242,MI,FT,Data Engineer,GB,M
3389,SE,FT,Data Analyst,US,M
1140,SE,FT,Machine Learning Software Engineer,US,M
877,MI,FT,Data Analyst,GB,M
3033,EN,FT,Data Analyst,AR,L
1981,SE,FT,Data Scientist,US,M
1670,SE,FT,Data Science Engineer,US,M
1657,SE,FT,Analytics Engineer,US,M
446,SE,FT,Applied Scientist,US,M
3222,MI,FT,Data Engineer,GB,M
927,SE,FT,Data Engineer,US,M
2743,SE,FT,Data Scientist,US,M
2472,EN,FT,Data Scientist,FR,L
496,MI,FT,MLOps Engineer,US,M
1720,SE,FT,NLP Engineer,US,M
3413,SE,FT,Data Engineer,US,M
1087,SE,FT,Machine Learning Engineer,CA,M
151,SE,FT,Analytics Engineer,US,M
565,SE,FT,Data Scientist,US,M
3262,MI,FT,Data Engineer,US,M
671,SE,FT,Research Engineer,US,M
1687,SE,FT,BI Developer,US,M
267,SE,FT,Data Engineer,US,L
2987,SE,FT,ETL Developer,US,M
436,SE,FT,Data Scientist,US,M
2544,SE,FT,Data Scientist,US,M
1804,SE,FT,Data Architect,US,M
2939,SE,FT,Data Analyst,PH,S
2978,SE,FT,Data Scientist,US,M
339,SE,FT,Data Analyst,CA,M
498,SE,FT,Data Engineer,US,M
3460,SE,FT,Data Science Manager,US,M
3011,SE,FT,Data Engineer,PR,M
494,SE,FT,AI Developer,UA,M
2354,SE,FT,Data Scientist,US,M
539,MI,FT,Machine Learning Engineer,US,M
213,SE,FT,Data Scientist,CA,M
34,SE,FT,Computer Vision Engineer,US,M
628,MI,FT,Data Engineer,US,M
2145,SE,FT,Data Scientist,US,M
1006,SE,FT,Machine Learning Engineer,US,M
2321,SE,FT,Data Engineer,US,M
1583,SE,FT,Data Analyst,US,M
2486,SE,FT,Analytics Engineer,GB,M
2511,SE,FT,Data Engineer,US,M
3646,MI,FT,Data Scientist,HU,L
620,SE,FT,Data Scientist,US,M
3112,SE,FT,Data Engineer,US,M
258,SE,FT,Data Engineer,US,M
1753,EN,FT,Deep Learning Engineer,US,M
1294,SE,FT,Data Analyst,US,M
2720,SE,FT,Data Engineer,US,L
2712,MI,FT,Data Scientist,TR,M
947,SE,FT,Machine Learning Engineer,US,M
1401,SE,FT,Data Scientist,US,M
2950,SE,FT,Data Engineer,US,M
1455,SE,FT,Data Analyst,US,M
1540,SE,FT,Data Engineer,US,M
2899,SE,FT,Analytics Engineer,GB,M
2379,MI,FT,Machine Learning Engineer,CH,L
3099,SE,FT,Data Science Manager,US,M
2330,SE,FT,Data Scientist,US,M
1707,SE,FT,Research Scientist,US,M
2370,SE,FT,Data Scientist,US,M
2136,SE,FT,Machine Learning Engineer,US,M
1138,SE,FT,Data Architect,US,M
503,SE,FT,Data Engineer,US,M
214,SE,FT,Data Scientist,CA,M
972,MI,FT,Business Data Analyst,BR,M
3093,EN,FT,Machine Learning Engineer,GB,L
3452,SE,FT,Machine Learning Developer,CA,M
2312,SE,FT,Data Engineer,GB,M
1847,MI,FT,Data Engineer,US,M
1328,MI,FT,Data Analyst,GB,M
2389,SE,FT,Data Analyst,US,M
2668,SE,FT,Data Analyst,US,M
184,MI,FT,ETL Engineer,GB,M
2293,SE,FT,Data Science Manager,US,M
1816,MI,FT,Data Scientist,IN,L
905,SE,FT,Machine Learning Engineer,US,M
1217,SE,FT,Data Architect,US,M
3482,SE,FT,Research Scientist,US,L
1865,MI,FT,Data Engineer,US,M
1779,SE,FT,Data Scientist,CA,M
1109,SE,FT,Data Analyst,US,S
2686,MI,FT,Research Scientist,DE,S
2399,SE,FT,Data Scientist,US,M
2502,SE,FT,Data Engineer,US,M
1023,SE,FT,Research Engineer,DE,S
3440,SE,FT,Data Engineer,US,M
3358,SE,FT,Data Architect,US,M
3243,MI,FT,Data Engineer,GB,M
2664,SE,FT,Machine Learning Manager,US,M
1375,EX,FT,Data Engineer,US,M
1088,SE,FT,Machine Learning Engineer,CA,M
873,SE,FT,Data Engineer,US,M
3258,SE,FT,Data Analyst,US,M
3511,EN,FT,BI Data Analyst,US,S
2275,MI,FT,Data Engineer,US,M
2038,SE,FT,Data Engineer,ES,M
3514,EN,FT,Big Data Engineer,US,L
471,EN,FT,Data Engineer,NL,L
2795,SE,FT,Data Architect,US,L
1031,SE,FT,Data Analyst,US,M
402,SE,FT,Analytics Engineer,US,M
2468,SE,FT,Data Analyst,US,M
672,SE,FT,Research Engineer,US,M
1475,SE,FT,Data Engineer,CA,M
2862,EN,FT,Data Engineer,GB,L
1613,SE,FT,Data Scientist,US,M
1980,SE,FT,Data Engineer,US,M
2869,SE,FT,Applied Scientist,US,M
2647,MI,FT,Data Manager,US,M
3614,SE,FT,Data Engineer,US,L
3260,MI,FT,Data Scientist,US,M
629,SE,FT,Data Engineer,US,L
1017,SE,FT,Machine Learning Engineer,US,M
2393,SE,FT,Data Engineer,US,M
836,EN,FT,AI Developer,DE,L
3444,MI,FT,Head of Data,EE,S
1985,SE,FT,Research Scientist,US,M
2220,MI,FT,Data Analytics Manager,US,M
1396,EX,FT,Head of Data Science,US,M
1053,SE,FT,Data Analyst,US,M
294,SE,FT,Applied Scientist,US,L
721,SE,FT,Data Infrastructure Engineer,US,M
3506,MI,FT,Data Engineer,DE,S
898,SE,FT,Data Scientist,US,M
988,SE,FT,Data Analyst,IN,S
1880,SE,FT,Data Scientist,US,M
3692,MI,FT,Data Engineer,GB,S
278,SE,FT,Research Scientist,US,M
1719,SE,FT,Data Engineer,US,M
3295,SE,FT,Data Scientist,US,M
2406,SE,FT,Data Engineer,US,M
42,EN,FT,Applied Scientist,US,L
1582,MI,FT,Data Scientist,US,M
1843,MI,FT,Data Scientist,US,M
2181,SE,FT,Data Analyst,US,M
1234,SE,FT,Data Engineer,US,M
983,EN,FT,Computer Vision Engineer,US,M
3661,SE,FT,Data Analytics Engineer,GB,M
1244,SE,FT,Data Engineer,US,M
3063,SE,FT,Cloud Data Architect,US,L
3715,SE,FT,Finance Data Analyst,GB,L
695,SE,FT,Data Engineer,US,M
1856,SE,FT,Data Scientist,US,M
2252,SE,FT,Data Scientist,US,M
653,SE,FT,Data Analyst,US,M
1573,SE,FT,Data Scientist,US,M
1920,SE,FT,Data Engineer,US,M
3216,SE,FT,Data Scientist,US,M
3048,SE,FT,Data Engineer,US,M
1909,SE,FT,Data Engineer,US,M
2501,EN,PT,Data Analyst,US,S
66,SE,FT,Data Engineer,US,M
298,SE,FT,Data Analyst,US,M
2986,SE,FT,ETL Developer,US,M
2372,SE,FT,Data Scientist,US,M
738,MI,FT,Lead Data Analyst,IN,L
3072,MI,FT,Data Analyst,US,M
3225,SE,FT,Data Science Engineer,MX,L
158,MI,FT,Data Analyst,GB,M
554,EX,FT,Data Scientist,US,M
2309,MI,FT,Data Engineer,US,M
861,EX,FT,Data Engineer,US,M
771,SE,FT,Data Engineer,GB,M
319,SE,FT,Data Scientist,US,M
2050,SE,FT,Data Scientist,US,M
1289,SE,FT,Data Analyst,US,M
2785,MI,FT,Data Scientist,GB,M
1680,SE,FT,Data Engineer,US,M
550,SE,FT,Data Scientist,US,M
